what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363630470605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630472471
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630472750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363630474777
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363630477340
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630480615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630484588
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363630490827
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363630492945
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363630494769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363630495577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363630496461
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630497111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630508813
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363630512376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630513704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630519811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363630524489
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363630526575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363630532228
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363630534139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363630535370
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363630537274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363630545607
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1363630557902
opened,editor,bndtools.core,2.0.0.REL-20130207-2219-200REL,"bndtools.bndProjectEditor",1363630558520
activated,editor,bndtools.core,2.0.0.REL-20130207-2219-200REL,"bndtools.bndProjectEditor",1363630558596
activated,editor,bndtools.core,2.0.0.REL-20130207-2219-200REL,"bndtools.bndProjectEditor",1363630567185
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630568313
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630585636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630587488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630589954
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1363630601121
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363630601448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363630642733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630646664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630652973
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630653297
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630654919
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363630699604
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363630705321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1363630709184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363630713133
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363630716649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363630718025
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363630725662
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363630726897
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1363630734228
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363630736669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363630738808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630748093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630758681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630759029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630762230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363630762549
