what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627490809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627491076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627494880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627503898
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363627506176
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627508705
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627527526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627533266
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627541566
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627547905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627565167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627571338
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627574028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627580975
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627586307
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627600722
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627605766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627608251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627625808
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627631579
started,bundle,org.eclipse.mylyn.java.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.java.ui",1363627641533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627661625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627664660
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363627674354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363627675354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363627696733
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363627704698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363627706778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363627708972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627709737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627717701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363627726988
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627729401
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627732185
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627738588
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627740552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627741248
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627746935
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627749134
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627749829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627750415
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363627752584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627760555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627768214
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627785247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627786192
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627787174
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627791539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363627794261
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627798685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627802291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627806196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363627816172
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627817801
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363627837924
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627841504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627842955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627843244
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363627845311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363627859568
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627862406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627865172
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627865895
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627867203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627873301
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627874612
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627878551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627881275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627884953
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1363627887580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363627894733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627896125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627909905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627914812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627919977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627920251
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627927985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627934755
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627940457
activated,editor,bndtools.core,2.0.0.REL-20130207-2219-200REL,"bndtools.bndProjectEditor",1363627942483
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363627943508
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1363627945304
started,bundle,org.eclipse.mylyn.context.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.ui",1363627945403
activated,editor,bndtools.core,2.0.0.REL-20130207-2219-200REL,"bndtools.bndProjectEditor",1363627945577
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627954981
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627956958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363627969499
